,Record_Number,Region,RESIDENCE_TYPE,Family_Composition,sex,age,Marital_Status,student,Country_Of_Birth,health,Ethnic_Group,religion,Economic_Activity,Occupation,industry,Hours_Worked_Per_Week,Approximate_Social_Grade
17995,17996,S92000003,P,0,2,8,5,2,1,3,1,2,5,9,2,X,4
17996,17997,S92000003,P,1,2,7,2,2,1,2,1,2,5,6,11,X,4
17997,17998,S92000003,P,2,1,4,1,2,1,1,1,1,1,5,9,3,4
17998,17999,S92000003,P,1,2,5,2,2,1,2,1,1,1,4,4,3,4
17999,18000,S92000003,P,1,2,8,2,2,1,2,1,2,5,2,10,X,1
18000,18001,S92000003,P,2,2,6,1,2,1,3,1,2,5,2,10,X,3
18001,18002,S92000003,P,2,1,3,1,2,1,2,1,1,1,1,4,3,1
18002,18003,S92000003,P,2,1,4,5,2,1,1,1,2,1,5,3,3,3
18003,18004,S92000003,P,1,1,2,1,2,1,1,1,2,1,7,7,3,3
18004,18005,S92000003,P,1,2,5,2,2,1,5,1,2,8,7,4,X,4
18005,18006,S92000003,P,1,2,3,2,2,1,1,1,2,1,7,4,2,2
18006,18007,S92000003,P,2,2,3,1,2,1,1,1,1,1,4,9,3,3
18007,18008,S92000003,P,0,1,7,4,2,1,4,1,2,5,1,6,X,2
18008,18009,S92000003,P,1,1,5,2,2,1,1,1,2,7,5,8,X,2
18009,18010,S92000003,P,4,2,4,4,2,1,3,1,2,1,9,9,2,4
18010,18011,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
18011,18012,S92000003,P,1,1,4,2,2,1,1,1,2,1,2,3,4,1
18012,18013,S92000003,P,2,1,2,1,1,1,2,1,2,6,X,X,X,3
18013,18014,S92000003,P,1,2,5,2,2,1,1,1,2,2,5,9,3,3
18014,18015,S92000003,P,1,2,6,2,2,1,4,1,1,5,9,12,X,4
18015,18016,S92000003,P,1,2,6,2,2,1,2,1,2,3,8,2,X,4
18016,18017,S92000003,P,3,1,6,4,2,1,3,1,2,8,4,4,X,2
18017,18018,S92000003,P,0,2,8,5,2,1,4,1,9,5,9,9,X,4
18018,18019,S92000003,P,1,2,6,2,2,1,2,1,2,5,4,7,X,1
18019,18020,S92000003,P,4,1,1,1,2,1,1,1,2,X,X,X,X,X
18020,18021,S92000003,P,1,2,5,2,2,1,2,1,2,1,6,10,2,1
18021,18022,S92000003,P,1,2,7,2,2,1,1,1,2,5,4,9,X,2
18022,18023,S92000003,P,1,1,6,2,2,1,2,1,2,2,3,8,3,2
18023,18024,S92000003,P,1,2,5,2,2,1,2,1,2,7,2,11,X,2
18024,18025,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
18025,18026,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
18026,18027,S92000003,P,1,1,5,2,2,1,1,1,1,1,9,6,3,3
18027,18028,S92000003,P,0,2,7,5,2,1,2,1,2,5,2,11,X,2
18028,18029,S92000003,P,2,2,1,1,2,1,2,1,1,X,X,X,X,X
18029,18030,S92000003,P,1,1,4,2,2,1,1,1,1,7,2,10,X,4
18030,18031,S92000003,P,1,2,2,1,2,1,1,1,2,1,8,4,3,4
18031,18032,S92000003,P,2,1,3,1,2,1,2,1,1,3,8,2,X,2
18032,18033,S92000003,P,1,1,3,1,1,1,2,1,1,6,9,4,X,3
18033,18034,S92000003,P,1,1,5,2,2,1,2,1,2,1,5,2,3,3
18034,18035,S92000003,P,1,1,7,2,2,1,2,1,2,5,8,2,X,4
18035,18036,S92000003,P,1,1,4,2,2,1,2,1,2,1,3,4,3,2
18036,18037,S92000003,P,0,1,5,3,2,2,1,3,1,1,5,2,3,3
18037,18038,S92000003,P,2,1,1,1,1,1,1,1,2,X,X,X,X,X
18038,18039,S92000003,P,1,2,5,2,2,1,2,1,1,1,8,2,3,3
18039,18040,S92000003,P,3,1,1,1,1,1,1,1,2,X,X,X,X,X
18040,18041,S92000003,P,1,2,5,2,2,1,1,1,1,1,6,8,3,3
18041,18042,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
18042,18043,S92000003,P,1,1,8,2,2,1,3,1,2,5,5,3,X,3
18043,18044,S92000003,P,1,2,7,2,2,1,3,1,9,5,6,11,X,4
18044,18045,S92000003,P,0,2,5,1,2,1,2,1,9,1,3,9,3,2
18045,18046,S92000003,P,4,1,2,1,2,1,1,1,1,9,8,2,X,4
18046,18047,S92000003,P,4,2,1,1,2,1,2,1,1,X,X,X,X,X
18047,18048,S92000003,P,0,2,8,1,2,1,2,1,2,5,1,4,X,2
18048,18049,S92000003,P,4,2,1,1,1,1,2,1,2,X,X,X,X,X
18049,18050,S92000003,P,0,1,5,1,2,1,2,1,2,8,X,X,X,4
18050,18051,S92000003,P,4,2,2,1,2,1,1,1,1,1,7,8,3,3
18051,18052,S92000003,P,1,2,6,2,2,1,2,1,2,1,7,4,1,3
18052,18053,S92000003,P,0,2,6,5,2,1,4,1,2,8,6,11,X,4
18053,18054,S92000003,P,1,2,4,2,2,1,1,1,1,1,4,6,2,1
18054,18055,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,7,3,3
18055,18056,S92000003,P,3,1,2,1,2,1,1,1,8,3,X,X,X,2
18056,18057,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
18057,18058,S92000003,P,1,1,6,2,2,1,3,1,2,1,3,10,3,2
18058,18059,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,4
18059,18060,S92000003,P,1,1,7,2,2,1,2,1,1,5,5,3,X,3
18060,18061,S92000003,P,2,2,3,1,2,1,1,1,1,1,7,4,2,3
18061,18062,S92000003,P,3,1,1,1,1,1,1,1,1,X,X,X,X,X
18062,18063,S92000003,P,2,1,3,1,2,1,2,1,2,1,8,4,3,4
18063,18064,S92000003,P,4,1,2,1,1,1,1,1,1,4,X,X,X,2
18064,18065,S92000003,P,1,2,3,2,2,1,1,1,2,7,X,X,X,4
18065,18066,S92000003,P,4,2,1,1,1,1,2,1,1,X,X,X,X,X
18066,18067,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
18067,18068,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
18068,18069,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
18069,18070,S92000003,P,1,2,3,2,2,1,1,1,1,1,9,6,3,4
18070,18071,S92000003,P,1,2,1,1,1,2,2,1,2,X,X,X,X,X
18071,18072,S92000003,P,1,2,4,2,2,1,2,1,2,1,7,4,2,3
18072,18073,S92000003,P,0,2,6,1,2,1,4,1,2,1,3,8,3,3
18073,18074,S92000003,P,1,2,4,2,2,1,2,1,1,1,4,9,3,2
18074,18075,S92000003,P,1,1,3,1,2,1,1,1,2,3,9,3,X,2
18075,18076,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,11,3,2
18076,18077,S92000003,P,4,1,2,1,1,1,1,1,2,4,X,X,X,4
18077,18078,S92000003,P,2,2,4,4,2,2,2,1,2,1,9,8,2,3
18078,18079,S92000003,P,1,1,5,2,2,1,2,1,1,1,5,6,3,3
18079,18080,S92000003,P,0,1,2,1,2,1,1,1,1,1,2,7,3,2
18080,18081,S92000003,P,4,2,4,1,2,1,2,1,1,8,8,3,X,2
18081,18082,S92000003,P,1,1,4,2,2,1,1,1,2,1,1,4,3,1
18082,18083,S92000003,P,1,1,1,1,1,1,1,1,9,X,X,X,X,X
18083,18084,S92000003,P,4,2,4,1,2,1,2,1,1,1,7,7,2,2
18084,18085,S92000003,P,1,1,6,2,2,1,2,1,1,1,3,11,3,2
18085,18086,S92000003,P,1,2,5,2,2,1,1,1,2,1,4,10,3,2
18086,18087,S92000003,P,1,2,6,2,2,1,1,1,9,1,4,11,3,2
18087,18088,S92000003,P,0,1,4,1,2,1,2,1,9,2,9,6,2,3
18088,18089,S92000003,P,2,2,4,1,2,1,1,1,2,2,2,11,3,2
18089,18090,S92000003,P,1,2,7,2,2,1,1,1,2,5,4,7,X,1
18090,18091,S92000003,P,4,1,1,1,1,1,1,1,9,X,X,X,X,X
18091,18092,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
18092,18093,S92000003,P,1,1,6,2,2,1,2,1,2,1,8,4,3,3
18093,18094,S92000003,P,0,2,6,4,2,1,3,1,2,5,X,X,X,4
18094,18095,S92000003,P,0,1,2,1,2,1,2,1,1,9,6,6,X,2
18095,18096,S92000003,P,4,2,5,4,2,1,3,1,1,8,6,10,X,4
18096,18097,S92000003,P,1,2,5,2,2,1,2,1,2,1,9,10,1,3
18097,18098,S92000003,P,1,1,6,2,2,1,1,1,2,2,5,3,3,3
18098,18099,S92000003,P,1,1,2,1,2,1,1,1,2,1,5,3,3,2
18099,18100,S92000003,P,0,2,8,2,2,1,2,1,1,5,6,11,X,4
18100,18101,S92000003,P,0,1,7,4,2,1,2,1,2,5,9,8,X,2
18101,18102,S92000003,P,1,2,2,1,2,1,1,1,2,1,2,11,3,1
18102,18103,S92000003,P,1,2,5,2,2,1,2,1,2,1,6,10,2,2
18103,18104,S92000003,P,0,2,6,5,2,1,1,1,2,5,2,9,X,1
18104,18105,S92000003,P,1,1,6,2,2,1,1,1,2,1,6,11,1,4
18105,18106,S92000003,P,1,2,2,1,2,1,1,1,1,8,X,X,X,3
18106,18107,S92000003,P,1,2,7,2,2,1,2,1,2,5,4,3,X,2
18107,18108,S92000003,P,1,1,6,2,2,1,2,1,1,5,3,9,X,2
18108,18109,S92000003,P,1,2,5,2,2,1,1,1,2,1,7,7,3,2
18109,18110,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
18110,18111,S92000003,P,1,1,2,1,2,1,2,1,1,1,9,5,3,2
18111,18112,S92000003,P,4,2,4,4,2,1,2,1,2,1,4,9,3,2
18112,18113,S92000003,P,2,1,5,4,2,1,2,1,1,1,2,10,3,1
18113,18114,S92000003,P,4,2,1,1,1,1,2,1,2,X,X,X,X,X
18114,18115,S92000003,P,1,1,5,2,2,1,2,1,2,1,2,8,3,2
18115,18116,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
18116,18117,S92000003,P,4,2,4,4,2,1,2,1,2,1,6,11,2,4
18117,18118,S92000003,P,1,1,4,2,2,1,1,1,1,1,3,11,3,2
18118,18119,S92000003,P,4,1,6,1,2,1,1,1,2,7,8,6,X,4
18119,18120,S92000003,P,4,1,5,1,2,1,3,1,9,8,X,X,X,2
18120,18121,S92000003,P,1,1,5,2,2,1,1,1,2,3,1,3,X,2
18121,18122,S92000003,P,1,2,2,1,2,1,1,1,2,1,9,12,2,2
18122,18123,S92000003,P,4,1,3,1,2,1,1,1,2,2,2,10,3,1
18123,18124,S92000003,P,1,2,5,2,2,1,1,1,2,1,4,11,2,2
18124,18125,S92000003,P,1,1,8,2,2,1,2,1,2,5,3,9,X,2
18125,18126,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
18126,18127,S92000003,P,0,2,7,5,2,2,1,1,2,5,2,10,X,1
18127,18128,S92000003,P,1,2,7,2,2,1,2,1,2,5,4,8,X,2
18128,18129,S92000003,P,1,2,6,2,2,1,1,1,2,1,4,9,3,1
18129,18130,S92000003,P,2,2,4,1,2,1,1,1,1,6,8,2,X,2
18130,18131,S92000003,P,1,1,8,2,2,1,5,1,2,5,3,7,X,2
18131,18132,S92000003,P,1,1,2,1,1,1,1,1,9,6,X,X,X,1
18132,18133,S92000003,P,2,1,4,4,2,1,1,1,1,1,2,9,3,2
18133,18134,S92000003,P,1,2,5,2,2,2,1,3,4,1,3,11,3,2
18134,18135,S92000003,P,1,1,5,2,2,1,2,1,2,1,1,7,3,1
18135,18136,S92000003,P,1,1,4,2,2,1,2,1,2,1,3,9,3,2
18136,18137,S92000003,P,2,1,5,1,2,1,2,1,1,1,3,9,3,2
18137,18138,S92000003,P,1,1,5,2,2,1,1,1,2,1,2,11,3,4
18138,18139,S92000003,P,1,1,3,2,2,1,2,1,2,3,9,4,X,2
18139,18140,S92000003,P,1,1,1,1,2,1,1,1,9,X,X,X,X,X
18140,18141,S92000003,P,2,1,5,1,2,1,1,1,9,5,4,7,X,2
18141,18142,S92000003,P,1,1,5,2,2,1,4,1,2,8,3,9,X,2
18142,18143,S92000003,P,0,2,5,1,1,1,1,1,2,6,3,13,X,2
18143,18144,S92000003,P,1,1,5,2,2,1,2,1,2,1,3,4,3,2
18144,18145,S92000003,P,0,2,2,1,2,1,2,1,1,8,X,X,X,4
18145,18146,S92000003,P,1,1,4,2,2,2,1,3,2,1,2,6,3,1
18146,18147,S92000003,P,2,1,2,1,2,1,1,1,2,1,7,4,3,4
18147,18148,S92000003,P,1,1,8,2,2,1,3,1,2,5,5,6,X,4
18148,18149,S92000003,P,2,1,3,1,2,1,1,1,9,1,1,9,2,1
18149,18150,S92000003,P,1,2,7,2,2,1,1,1,9,5,4,7,X,2
18150,18151,S92000003,P,1,2,8,2,2,1,5,1,2,5,4,13,X,2
18151,18152,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
18152,18153,S92000003,P,1,2,7,2,2,1,2,1,2,5,2,10,X,1
18153,18154,S92000003,P,0,2,4,1,2,1,2,1,9,1,5,10,3,3
18154,18155,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
18155,18156,S92000003,P,4,2,1,1,1,1,3,1,1,X,X,X,X,X
18156,18157,S92000003,P,2,2,3,1,2,2,1,1,1,1,9,8,1,4
18157,18158,S92000003,P,0,1,4,1,2,1,3,5,2,9,7,4,X,4
18158,18159,S92000003,P,1,2,3,2,2,1,1,1,1,1,9,10,2,4
18159,18160,S92000003,P,1,1,4,1,2,1,1,1,2,8,5,4,X,4
18160,18161,S92000003,P,0,1,2,1,1,1,1,1,2,6,9,12,X,2
18161,18162,S92000003,P,3,1,5,1,2,1,1,1,2,9,9,6,X,4
18162,18163,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
18163,18164,S92000003,P,1,1,5,2,2,1,1,1,1,1,7,4,3,4
18164,18165,S92000003,P,0,1,6,4,2,1,1,1,2,1,4,11,3,2
18165,18166,S92000003,P,4,2,6,4,2,1,2,1,1,5,9,5,X,4
18166,18167,S92000003,P,0,1,4,1,2,1,1,5,1,9,X,X,X,4
18167,18168,S92000003,P,2,1,3,1,2,2,1,1,2,1,5,5,3,3
18168,18169,S92000003,P,1,2,3,2,2,2,1,3,2,1,7,7,3,1
18169,18170,S92000003,P,1,2,2,2,1,2,1,6,6,6,X,X,X,2
18170,18171,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
18171,18172,S92000003,P,0,1,2,1,2,1,1,1,1,1,3,2,3,2
18172,18173,S92000003,P,4,2,1,1,1,1,2,3,6,X,X,X,X,X
18173,18174,S92000003,P,0,2,6,4,2,2,3,3,8,1,8,4,3,4
18174,18175,S92000003,P,0,1,8,5,2,1,3,1,2,5,8,4,X,3
18175,18176,S92000003,P,4,2,3,1,2,1,1,1,9,3,5,4,X,4
18176,18177,S92000003,P,0,1,7,4,2,1,2,1,1,5,8,6,X,2
18177,18178,S92000003,P,0,1,3,1,2,1,3,1,1,1,9,8,2,4
18178,18179,S92000003,P,4,2,2,1,2,1,1,1,8,7,4,13,X,2
18179,18180,S92000003,P,0,1,6,4,2,1,5,1,2,8,5,3,X,3
18180,18181,S92000003,C,X,1,2,1,1,1,1,1,1,6,9,5,X,X
18181,18182,S92000003,P,1,1,4,2,1,1,1,1,2,6,2,6,X,2
18182,18183,S92000003,P,2,2,3,1,2,1,1,1,2,1,2,8,3,1
18183,18184,S92000003,P,1,1,6,2,2,2,1,1,1,2,5,3,3,1
18184,18185,S92000003,P,1,2,3,2,2,1,2,1,2,1,2,13,3,1
18185,18186,S92000003,P,0,1,7,4,2,1,1,1,1,5,9,6,X,4
18186,18187,S92000003,P,1,1,8,2,2,1,2,1,9,5,2,10,X,1
18187,18188,S92000003,P,2,2,3,1,2,2,1,1,1,2,3,10,2,1
18188,18189,S92000003,P,2,1,4,1,2,1,1,1,2,2,2,8,3,1
18189,18190,S92000003,P,1,1,4,2,2,1,1,1,2,2,2,8,4,1
18190,18191,S92000003,P,0,1,3,1,2,1,1,1,1,1,8,6,3,3
18191,18192,S92000003,P,0,1,3,1,2,1,2,1,1,1,3,8,3,1
18192,18193,S92000003,P,4,2,1,1,1,1,2,1,1,X,X,X,X,X
18193,18194,S92000003,P,0,1,2,1,2,1,1,1,1,1,7,7,3,2
18194,18195,S92000003,P,0,1,3,1,2,1,2,1,1,1,2,9,3,1
18195,18196,S92000003,P,1,1,3,2,2,2,1,3,4,1,5,7,3,3
18196,18197,S92000003,P,1,2,3,2,1,2,3,1,9,4,7,2,2,3
18197,18198,S92000003,P,1,1,2,2,2,2,1,6,6,1,9,5,3,4
18198,18199,S92000003,P,0,1,3,1,2,1,1,1,2,1,3,8,3,1
18199,18200,S92000003,P,1,2,5,2,2,1,1,1,1,1,6,10,2,1
18200,18201,S92000003,P,2,1,3,1,2,2,1,1,2,1,7,8,3,2
18201,18202,S92000003,P,2,1,4,1,2,1,1,1,1,1,1,11,4,2
18202,18203,S92000003,P,1,1,6,2,2,1,2,1,1,2,8,6,2,2
18203,18204,S92000003,P,1,2,5,2,2,1,1,1,1,1,4,7,2,3
18204,18205,S92000003,P,1,2,6,2,2,1,3,1,1,5,7,4,X,3
18205,18206,S92000003,P,1,1,5,2,2,1,1,1,1,2,2,8,3,1
18206,18207,S92000003,P,1,2,7,2,2,1,3,1,2,5,2,10,X,1
18207,18208,S92000003,P,1,2,7,2,2,1,1,1,1,5,2,10,X,2
18208,18209,S92000003,P,0,1,5,1,2,1,3,1,2,1,1,2,4,2
18209,18210,S92000003,P,1,2,7,2,2,1,3,1,2,5,9,10,X,4
18210,18211,S92000003,P,4,1,1,1,1,1,2,1,1,X,X,X,X,X
18211,18212,S92000003,P,0,1,3,1,2,1,1,1,1,3,8,6,X,3
18212,18213,S92000003,P,1,1,5,2,2,1,2,1,2,1,3,9,3,2
18213,18214,S92000003,P,2,2,3,1,2,2,2,1,1,1,9,5,3,4
18214,18215,S92000003,P,2,2,2,1,2,1,2,1,1,9,3,12,X,2
18215,18216,S92000003,C,X,2,2,1,1,2,2,1,1,6,1,9,X,X
18216,18217,S92000003,P,1,1,2,1,2,1,1,1,1,1,9,6,2,2
18217,18218,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
18218,18219,S92000003,P,2,1,5,1,2,1,1,1,9,1,2,11,3,1
18219,18220,S92000003,P,0,2,3,1,1,1,2,1,1,4,6,8,1,2
18220,18221,S92000003,P,1,2,7,2,2,1,3,1,9,5,1,5,X,4
18221,18222,S92000003,P,4,1,1,1,1,1,2,1,1,X,X,X,X,X
18222,18223,S92000003,P,1,2,4,2,2,1,2,1,3,1,1,4,3,2
18223,18224,S92000003,P,4,2,3,1,2,1,3,1,2,8,6,11,X,4
18224,18225,S92000003,P,0,2,4,1,2,1,3,1,2,1,4,8,3,2
18225,18226,S92000003,P,1,2,8,2,2,1,1,1,2,5,7,4,X,4
18226,18227,S92000003,P,0,2,5,3,2,1,2,1,2,2,1,13,3,2
18227,18228,S92000003,P,0,1,6,4,2,1,3,1,1,5,4,8,X,2
18228,18229,S92000003,P,0,2,6,5,2,1,2,1,2,5,9,9,X,4
18229,18230,S92000003,C,X,1,3,1,1,2,1,6,6,6,X,X,X,X
18230,18231,S92000003,P,0,1,3,1,1,2,1,1,1,6,X,X,X,2
18231,18232,S92000003,P,0,1,7,5,2,1,1,1,2,5,5,4,X,3
18232,18233,S92000003,P,0,2,4,1,2,2,4,1,1,1,4,11,2,2
18233,18234,S92000003,P,0,2,6,4,2,1,3,1,1,5,8,2,X,4
18234,18235,S92000003,P,2,2,5,1,2,2,3,1,2,1,9,5,2,3
18235,18236,S92000003,P,0,1,2,1,2,1,1,1,1,1,3,12,3,2
18236,18237,S92000003,P,2,2,3,1,2,1,1,1,1,1,2,8,3,1
18237,18238,S92000003,P,0,2,2,1,1,2,1,1,2,6,2,8,X,1
18238,18239,S92000003,P,1,2,6,2,2,1,3,1,9,5,6,11,X,3
18239,18240,S92000003,C,X,1,2,1,1,1,2,1,1,6,9,5,X,X
18240,18241,S92000003,C,X,1,2,1,1,1,1,1,2,6,X,X,X,X
18241,18242,S92000003,P,0,1,2,1,1,1,1,1,2,6,3,8,X,2
18242,18243,S92000003,P,1,2,5,2,2,1,1,1,1,1,1,9,3,1
18243,18244,S92000003,P,4,1,2,1,2,1,1,1,1,1,2,8,2,1
18244,18245,S92000003,P,1,1,2,1,2,1,1,1,1,1,2,12,3,1
18245,18246,S92000003,P,1,1,5,2,2,1,1,1,1,1,2,11,3,1
18246,18247,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
18247,18248,S92000003,P,2,1,3,1,2,1,1,1,1,2,3,6,2,4
18248,18249,S92000003,P,0,1,6,1,2,1,2,2,2,1,2,8,3,1
18249,18250,S92000003,P,0,2,3,2,1,2,1,3,1,6,X,X,X,2
18250,18251,S92000003,P,4,2,2,1,1,1,1,1,1,4,6,13,1,1
18251,18252,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
18252,18253,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
18253,18254,S92000003,P,0,2,5,1,2,1,2,1,1,1,6,11,3,4
18254,18255,S92000003,P,1,1,4,1,2,1,1,1,1,2,5,3,3,4
18255,18256,S92000003,P,1,2,7,2,2,1,3,1,2,5,X,X,X,3
18256,18257,S92000003,P,1,2,1,1,2,1,2,3,1,X,X,X,X,X
18257,18258,S92000003,P,1,1,7,2,2,1,1,1,9,5,2,10,X,1
18258,18259,S92000003,P,4,2,5,4,2,1,4,1,2,8,9,11,X,4
18259,18260,S92000003,P,1,2,6,2,2,1,3,1,2,1,6,11,2,3
18260,18261,S92000003,C,X,2,5,1,2,1,3,1,1,2,2,6,3,X
18261,18262,S92000003,P,1,2,6,2,2,1,4,1,2,5,6,11,X,2
18262,18263,S92000003,P,0,1,7,4,2,1,1,1,1,5,5,3,X,3
18263,18264,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
18264,18265,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
18265,18266,S92000003,P,1,2,7,2,2,1,2,1,2,5,9,9,X,3
18266,18267,S92000003,P,0,1,3,1,2,1,2,1,1,3,9,3,X,4
18267,18268,S92000003,P,0,2,5,4,2,2,2,1,2,1,3,11,1,2
18268,18269,S92000003,P,3,1,5,3,2,1,2,1,1,1,9,6,3,3
18269,18270,S92000003,P,2,1,1,1,2,1,2,1,1,X,X,X,X,X
18270,18271,S92000003,P,0,2,8,5,2,2,2,1,2,5,9,10,X,4
18271,18272,S92000003,P,0,2,5,4,2,1,3,1,1,7,X,X,X,4
18272,18273,S92000003,P,0,1,5,4,2,1,2,1,9,1,3,6,4,1
18273,18274,S92000003,P,2,2,2,1,2,1,1,1,1,1,6,11,3,3
18274,18275,S92000003,P,0,1,5,1,2,1,3,1,1,9,1,4,X,2
18275,18276,S92000003,P,0,2,6,4,2,2,3,1,2,8,4,9,X,2
18276,18277,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
18277,18278,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
18278,18279,S92000003,P,2,2,4,1,2,1,1,1,1,1,2,8,2,1
18279,18280,S92000003,P,1,2,6,2,2,1,2,1,1,1,2,9,2,1
18280,18281,S92000003,P,3,2,1,1,1,1,1,1,1,X,X,X,X,X
18281,18282,S92000003,P,1,1,5,2,2,1,1,1,1,1,1,8,3,1
18282,18283,S92000003,P,1,1,3,2,2,1,1,1,9,1,1,7,3,1
18283,18284,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
18284,18285,S92000003,P,1,1,1,1,2,1,1,1,9,X,X,X,X,X
18285,18286,S92000003,P,0,1,5,4,2,1,1,1,2,1,4,6,3,2
18286,18287,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,10,2,1
18287,18288,S92000003,P,1,2,5,2,2,2,2,1,2,7,3,8,X,2
18288,18289,S92000003,P,1,2,1,1,1,1,2,1,1,X,X,X,X,X
18289,18290,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
18290,18291,S92000003,P,4,1,1,1,1,1,2,1,1,X,X,X,X,X
18291,18292,S92000003,P,0,2,5,1,2,1,3,1,2,1,9,5,2,4
18292,18293,S92000003,P,1,1,6,2,2,2,3,3,6,7,5,5,X,4
18293,18294,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,1
18294,18295,S92000003,P,2,2,3,1,2,1,1,1,2,1,6,11,3,3
18295,18296,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,2
18296,18297,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,11,2,4
18297,18298,S92000003,P,0,2,7,4,2,1,2,1,2,5,4,9,X,2
18298,18299,S92000003,P,1,2,5,2,2,1,2,1,2,1,2,11,3,2
18299,18300,S92000003,P,1,1,3,3,2,1,2,1,9,3,9,4,X,3
18300,18301,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
18301,18302,S92000003,P,1,2,3,1,2,1,1,1,2,1,3,8,3,1
18302,18303,S92000003,P,4,2,8,5,2,1,3,1,2,5,3,10,X,2
18303,18304,S92000003,P,1,1,8,2,2,1,3,1,5,5,5,2,X,4
18304,18305,S92000003,P,1,1,6,2,2,1,2,1,1,1,8,5,4,3
18305,18306,S92000003,P,1,2,5,2,2,1,1,1,2,1,1,3,3,3
18306,18307,S92000003,P,1,1,4,2,2,1,1,1,1,1,3,4,3,1
18307,18308,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
18308,18309,S92000003,P,0,2,7,5,2,1,3,1,1,5,8,2,X,4
18309,18310,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
18310,18311,S92000003,P,0,2,8,5,2,1,4,1,2,5,8,2,X,4
18311,18312,S92000003,P,2,1,4,4,2,1,1,1,2,1,5,13,3,3
18312,18313,S92000003,P,1,1,5,2,2,1,2,1,2,2,8,6,2,3
18313,18314,S92000003,P,0,2,8,5,2,1,3,1,2,5,8,2,X,4
18314,18315,S92000003,P,0,2,8,5,2,1,3,1,2,5,6,10,X,4
18315,18316,S92000003,P,1,1,5,2,2,1,1,1,2,1,2,2,3,2
18316,18317,S92000003,P,1,2,7,2,2,1,2,1,2,5,4,4,X,2
18317,18318,S92000003,P,2,2,4,2,2,2,1,1,2,1,1,10,4,1
18318,18319,S92000003,P,0,1,5,1,2,1,2,1,2,2,3,6,3,2
18319,18320,S92000003,P,1,1,5,2,2,1,2,1,2,1,9,6,3,3
18320,18321,S92000003,P,1,2,7,2,2,1,3,1,2,5,3,11,X,3
18321,18322,S92000003,P,1,1,1,1,1,2,1,3,6,X,X,X,X,X
18322,18323,S92000003,P,2,2,3,1,2,1,1,1,2,6,6,12,X,1
18323,18324,S92000003,P,0,1,3,1,2,1,1,1,2,2,1,5,4,1
18324,18325,S92000003,P,2,1,3,2,2,2,2,3,3,9,X,X,X,4
18325,18326,S92000003,P,2,2,2,1,1,1,1,1,1,4,7,4,1,2
18326,18327,S92000003,P,1,2,4,2,2,1,2,1,2,1,2,8,4,1
18327,18328,S92000003,P,0,2,7,4,2,1,3,1,2,5,9,13,X,4
18328,18329,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
18329,18330,S92000003,P,0,1,2,1,2,1,2,1,1,1,9,5,1,4
18330,18331,S92000003,P,1,1,2,1,2,1,1,1,1,3,4,12,X,1
18331,18332,S92000003,P,0,2,7,5,2,1,3,1,2,5,4,10,X,2
18332,18333,S92000003,P,1,1,2,1,1,1,2,1,2,6,X,X,X,4
